Sentence,processed_text,Sentiment
"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",innova building located close downtown immediate vicinity paviljonki travel center within walking distance heart city thanks trade fair bridge,neutral
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",finnish textiles clothing group marimekko oyj posted net profit mln euro mln compared mln euro mln,neutral
The main strength of the cooperation project lies in merging the know-how of two large companies .,main strength cooperation project lies merging two large companies,positive
Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .,shareholders right put agenda agm items within competence general meeting,neutral
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,kazgiprotsvetmet outotec finland signed agreement strategic cooperation marketing providing minerals processing metallurgical plants related services kazakhstan surrounding countries,positive
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",due rapid decrease net sales personnel reductions carried wider scale initially expected,neutral
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,government instead proposed exchange state stake lmt teliasonera stake lattelecom,neutral
Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,stora due release earnings,neutral
Full-year operating result for 2008 was 3.6 million negative .,operating result million negative,neutral
$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,nq got hit hard lower looks like found support http,negative
"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",avc systemhaus net sales eur million usd,neutral
"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .",company established base station feet foot mount everest enable mountain climbers summit surf internet even send videos exploits,positive
We offer our customers solutions based on renewable raw materials .,offer customers solutions based renewable raw materials,neutral
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,survey conducted taloustutkimus sampo life shows companies badly prepared losing key staff members,neutral
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",antti orkola president kemira growhow industrial solutions unit told thomson financial news company put opening mine prices phosphate quite depressed long time,neutral
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,pretax profit group life insurance business increased,positive
We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries .,make available following market analyses cement pakistan cement malaysia cement taiwan cement philippines analyses give clear overview actual situation future outlook cement industry asian countries,neutral
"The Company serves approximately 3,000 customers in over 100 countries .",company serves approximately customers countries,neutral
RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,rt alphatrends vmarkets still acting weak http spy qqq xlf smh iwm,negative
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",operating profit totalled eur mn eur mn year earlier,neutral
"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .",one installed elevators elevator enables efficient use building core space,positive
HELSINKI ( AFX ) - Outokumpu said it has agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere shares .,helsinki afx outokumpu said agreed sell hitura nickel mine finland canadian group belvedere resources ltd mln eur worth belvedere shares,neutral
Just went long $ILMN,went long ilmn,positive
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,social networking service trends comprise significant share internet traffic today appealing mid users,neutral
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,total order value booked fourth quarter remainder booked second quarter,neutral
Johnson Matthey share price slumps as company posts full-year results,johnson matthey share price slumps company posts results,negative
There have not been previous share subscriptions with 2004 stock options .,previous share subscriptions stock options,neutral
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,affectogenimap builds highly customised solutions customers finland baltic countries,neutral
"The closing of the transaction is scheduled to take place on January 10 , 2008 .",closing transaction scheduled take place january,neutral
"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",however offering probably made current valuation partly derives deal company merged stock market shell,neutral
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",operating result period decreased profit turnover decreased compared,neutral
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,administrators indicated need job cuts irish insurer next months,neutral
