source,text,processed_text,year,sentiment
kaggle,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",adjusted changes group structure division net sales increased,,positive
kaggle,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",making matters difficult company said grappling higher oil gas prices pushed cost energy raw materials transportation,,neutral
kaggle,The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,amending proposal simplifies proposed plan increases incentive key employees stay company,,positive
kaggle,The solution will now be expanded to include all ground staff tasks .,solution expanded include ground staff tasks,,neutral
kaggle,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",operating loss totalled eur mn compared profit eur mn third quarter 2008,2008.0,negative
kaggle,"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",fedday looking sharp move equities aapl hd low fb seeing uvxy tvix getting hammered even though market,,positive
kaggle,"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",net sales totaled eur mn eur mn corresponding period 2005,2005.0,positive
kaggle,As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,consequence works council withdrawn petition suspend reorganisation,,neutral
kaggle,CEO Erkki J+ñrvinen is happy with the company 's performance in 2010 .,ceo erkki happy company performance 2010,2010.0,positive
kaggle,"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .",comparable net sales expected increase 2008 line group target,2008.0,positive
kaggle,"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",following transaction lundbeck worldwide rights nalmefene excluding north america mexico turkey,,positive
kaggle,"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc .",government started last month putting percent stake teliasonera auction bloc,,neutral
kaggle,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",report goes provide detailed profiles ten leading european specialty chemicals companies brief profiles major players,,neutral
kaggle,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",operating profit net sales period increased respectively compared corresponding quarter 2006,2006.0,positive
kaggle,The company expects its net sales for the whole 2009 to be at previous year levels .,company expects net sales whole 2009 previous year levels,2009.0,neutral
kaggle,"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",company headquartered sievi finland listed nordic exchange helsinki,,neutral
kaggle,"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",commission income increased eur mn lending volume rose,,positive
kaggle,"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",finnish company sold uk operation consisting staff offices london birmingham manchester part deal hampden july 2001 property casualty arm sampo industrial,2001.0,neutral
kaggle,"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",building home improvement trade sales decreased eur mn,,negative
kaggle,"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",innova building located close downtown immediate vicinity paviljonki travel center within walking distance heart city thanks trade fair bridge,,neutral
kaggle,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",finnish textiles clothing group marimekko oyj posted net profit mln euro mln 2006 compared mln euro mln 2005,2006.0,neutral
kaggle,The main strength of the cooperation project lies in merging the know-how of two large companies .,main strength cooperation project lies merging two large companies,,positive
kaggle,Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .,shareholders right put agenda agm items within competence general meeting,,neutral
kaggle,Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,kazgiprotsvetmet outotec finland signed agreement strategic cooperation marketing providing minerals processing metallurgical plants related services kazakhstan surrounding countries,,positive
kaggle,"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",due rapid decrease net sales personnel reductions carried wider scale initially expected,,neutral
kaggle,The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,government instead proposed exchange state stake lmt teliasonera stake lattelecom,,neutral
kaggle,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,stora due release 2009 earnings,2009.0,neutral
kaggle,Full-year operating result for 2008 was 3.6 million negative .,operating result 2008 million negative,2008.0,neutral
kaggle,$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,nq got hit hard lower looks like found support http,,negative
kaggle,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",2008 avc systemhaus net sales eur million usd,2008.0,neutral
kaggle,"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .",company established base station feet foot mount everest enable mountain climbers summit surf internet even send videos exploits,,positive
kaggle,We offer our customers solutions based on renewable raw materials .,offer customers solutions based renewable raw materials,,neutral
kaggle,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,survey conducted taloustutkimus sampo life shows companies badly prepared losing key staff members,,neutral
kaggle,"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",antti orkola president kemira growhow industrial solutions unit told thomson financial news company put opening mine prices phosphate quite depressed long time,,neutral
kaggle,The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,pretax profit group life insurance business increased,,positive
kaggle,We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries .,make available following market analyses cement pakistan cement malaysia cement taiwan cement philippines analyses give clear overview actual situation future outlook cement industry asian countries,,neutral
kaggle,"The Company serves approximately 3,000 customers in over 100 countries .",company serves approximately customers countries,,neutral
kaggle,RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,rt alphatrends vmarkets still acting weak http spy qqq xlf smh iwm,,negative
kaggle,"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",operating profit totalled eur mn eur mn year earlier,,neutral
